IRC,FULLBRANDNAME,GenericCode,LicenseOwnerCompanyName,LicenseOwnerCompanyNationalId,PackageCount,GTIN,ErxCode,Action
2961937814771066,"DICLOFENAC SODIUM TABLET, DELAYED RELEASE ORAL 25 mg",424,داروسازی زهراوی,10102328820,100,06260155911055,61404,
8686175512500313,"DICLOFENAC SODIUM TABLET, DELAYED RELEASE ORAL 25 mg",424,روزدارو,10100373295,100,06260165034027,61404,
6170993957305857,"DICLORAMIN TABLET, DELAYED RELEASE ORAL 25 mg",424,رامو فارمین,10100502354,100,06260166830512,61406,
3964539968303194,"DICLOFENAC SODIUM TABLET, DELAYED RELEASE ORAL 25 mg",424,داروسازی فاتک شیمی پارس,10103589700,100,06260781801140,61404,
9355439610924573,"DICLOKIM TABLET, DELAYED RELEASE ORAL 25 mg",424,دارو سازی حکیم,10100359861,100,06260155800649,61405,
1358187625613487,"DICLOFENAC SODIUM TABLET, DELAYED RELEASE ORAL 25 mg",424,لابراتوارهای شهردارو,10100384423,100,06260195221510,61404,
9981865480054839,"DICLOKIM TABLET, DELAYED RELEASE ORAL 25 mg",424,دارو سازی حکیم,10100359861,100,06260155803015,61405,
8805659637983902,ALFEN INJECTION PARENTERAL 25 mg/1mL 3 mL,425,البرز دارو,10861412626,10,06260152400668,61408,Update
4926986200155433,DICLOREN INJECTION PARENTERAL 25 mg/1mL 3 mL,425,داروسازی اکسیر,10100999659,1,06260153060120,61412,
6940818882272571,DICLOREN INJECTION PARENTERAL 25 mg/1mL 3 mL,425,داروسازی اکسیر,10100999659,10,06260153001406,61412,
5821975598399553,DICLOGIN INJECTION PARENTERAL 25 mg/1mL 3 mL,425,داروسازی ابوریحان,10100402567,10,06260164609332,61411,
5673784122977333,ALFEN INJECTION PARENTERAL 25 mg/1mL 3 mL,425,البرز دارو,10861412626,10,06260152431105,61408,
1731906619905477,LOFEDIC INJECTION PARENTERAL 25 mg/1mL 3 mL,425,داروسازی کاسپین تأمین,10100929813,50,06260157700848,61413,
4650930035899780,LOFEDIC INJECTION PARENTERAL 25 mg/1mL 3 mL,425,داروسازی کاسپین تأمین,10100929813,25,06260157701272,61413,
2527541753567971,DICLEN INJECTION PARENTERAL 25 mg/1mL 3 mL,425,کارخانجات دارو پخش,10101823437,10,06260132419123,61410,
5895461161539434,DICLOREN INJECTION PARENTERAL 25 mg/1mL 3 mL,425,داروسازی اکسیر,10100999659,1,06260153010781,61412,
3357173390338057,DICLOREN INJECTION PARENTERAL 25 mg/1mL 3 mL,425,داروسازی اکسیر,10100999659,10,06260153094279,61412,
3573712188292981,LOFEDIC INJECTION PARENTERAL 25 mg/1mL 3 mL,425,داروسازی کاسپین تأمین,10100929813,5,06260157713299,61413,
6779562068952907,CHEMIFENAC INJECTION PARENTERAL 25 mg/1mL 3 mL,425,صنعتی کیمیدارو,10861824398,5,06260182910588,61409,
6345551282012961,CHEMIFENAC INJECTION PARENTERAL 25 mg/1mL 3 mL,425,صنعتی کیمیدارو,10861824398,10,06260182900039,61409,
2521947580481803,DICLOFENAC GEL TOPICAL 1% 60 g,426,داروسازی آتیه فارمد سلامت,14007134573,1,06260002763813,61414,New
8380739586648728,DICLOFENAC-EMAD GEL TOPICAL 1% 60 g,426,عماد درمان پارس,10861393627,1,06260349401577,61414,
2791204584099419,DICLOFENAC-NAJO GEL TOPICAL 1% 60 g,426,ایران ناژو,10100916041,1,06260094350069,61414,
6612937364939318,DICLOFENAC-SOBHAN GEL TOPICAL 1% 60 g,426,سبحان دارو,10102402553,1,06260538423618,61414,
5041368556689240,DICLEN GEL TOPICAL 1% 60 g,426,کارخانجات دارو پخش,10101823437,1,06260132432733,61415,
5294453120663451,DICLEN GEL TOPICAL 1% 60 g,426,کارخانجات دارو پخش,10101823437,1,06260132432726,61415,
1581145357377829,DICOZAN GEL TOPICAL 1% 60 g,426,دارو سازی بهوزان,10100690039,1,06260160501524,70265,
8197765418014775,DICLOFENAC BEHSA GEL TOPICAL 1% 60 g,426,دارو سازی بهسا,10780030571,1,06260157635362,61414,
8287106461859941,DICLOFENAC GEL TOPICAL 1% 60 g,426,لابراتوارهای رازک,10860385410,1,06260154203366,61414,
4796616786655131,DICOZAN GEL TOPICAL 1% 60 g,426,دارو سازی بهوزان,10100690039,1,06260160500572,70265,
8163365074155587,DICLEN GEL TOPICAL 1% 60 g,426,کارخانجات دارو پخش,10101823437,1,06260132431309,61415,
1294557296630296,DICLOFENAC MEDIPHARM GEL TOPICAL 1% 60 g,426,کیش مدیفارم,10861529740,1,06260509300450,61414,
4627291222366464,DICLOFENAC-EMAD GEL TOPICAL 1% 60 g,426,عماد درمان پارس,10861393627,1,06260349402390,61414,
2281585127905576,DICLOFENAC GEL TOPICAL 1% 60 g,426,لابراتوارهای رازک,10860385410,1,06260154200242,61414,
9966984692728334,DICLEN GEL TOPICAL 1% 60 g,426,کارخانجات دارو پخش,10101823437,1,06260132421614,61415,
0215741906259405,DICLOFENAC-BEHVAZAN GEL TOPICAL 1% 60 g,426,دارو سازی بهوزان,10100690039,1,06260160524097,61414,
3045901349807072,GELIROX GEL TOPICAL 1% 60 g,426,ایران آوند فر,10100850086,1,06261124020495,61416,
9524084929492237,DICLOSANTE SUPPOSITORY RECTAL 100 mg,427,فارماشیمی,10100369224,10,06260286501064,73908,New
6501024976667903,DICLOFENAC SUPPOSITORY RECTAL 100 mg,427,داروسازی ابوریحان,10100402567,10,06260164604542,61417,New
9698069036640512,DICLOFENAC SODIUM SUPPOSITORY RECTAL 100 mg,427,داروسازی آتیه فارمد سلامت,14007134573,10,06260002759472,61417,New
3721791431510957,DICLOFENAC SUPPOSITORY RECTAL 100 mg,427,فارماشیمی,10100369224,5,06260286501019,61417,Update
0614674862043619,AFICLONAC SUPPOSITORY RECTAL 100 mg,427,ایران آوند فر,10100850086,10,06261124020044,61418,
8121234114913735,DICLOFENAC-EMAD SUPPOSITORY RECTAL 100 mg,427,عماد درمان پارس,10861393627,10,06260349402116,61417,
4442236357298024,DICLOFENAC SUPPOSITORY RECTAL 100 mg,427,داروسازی ابوریحان,10100402567,10,06260164683622,61417,
7620397457105390,DICLOFENAC BEHSA SUPPOSITORY RECTAL 100 mg,427,دارو سازی بهسا,10780030571,10,06260157643176,61417,
1926742998090987,DICLOFENAC SUPPOSITORY RECTAL 100 mg,427,داروسازی تولید دارو,10102901102,10,06260803002289,61417,
9432499695905181,DICLOFENAC-BEHVAZAN SUPPOSITORY RECTAL 100 mg,427,دارو سازی بهوزان,10100690039,5,06260160500992,61417,
2329130161545884,DICLOFENAC SUPPOSITORY RECTAL 100 mg,427,فارماشیمی,10100369224,5,06260286500326,61417,
5240891828513778,DICOZAN SUPPOSITORY RECTAL 100 mg,427,دارو سازی بهوزان,10100690039,10,06260160501821,71998,
1419788873543050,DICLOFENAC-NAJO SUPPOSITORY RECTAL 100 mg,427,ایران ناژو,10100916041,10,06260094350656,61417,
4203117357751361,DICLOFENAC-NAJO SUPPOSITORY RECTAL 100 mg,427,ایران ناژو,10100916041,10,06260094301337,61417,
9065598372282706,DICLOFENAC-EMAD SUPPOSITORY RECTAL 100 mg,427,عماد درمان پارس,10861393627,10,06260349400969,61417,
7530732034669372,DICLOFENAC SUPPOSITORY RECTAL 100 mg,427,داروسازی ابوریحان,10100402567,10,06260164603781,61417,
3685731051570023,DICLOFENAC SUPPOSITORY RECTAL 100 mg,427,داروسازی تولید دارو,10102901102,10,06260803062863,61417,
2340000498305535,DICLOFENAC SUPPOSITORY RECTAL 100 mg,427,کارخانجات دارو پخش,10101823437,5,06260132420303,61417,
1063849621017371,DICLEN SUPPOSITORY RECTAL 100 mg,427,کارخانجات دارو پخش,10101823437,5,06260132432146,61419,
0773142639753102,DICLOFENAC-BEHVAZAN SUPPOSITORY RECTAL 100 mg,427,دارو سازی بهوزان,10100690039,5,06260160516320,61417,
1660326979925081,DICLOFENAC SUPPOSITORY RECTAL 100 mg,427,کارخانجات دارو پخش,10101823437,5,06260132435239,61417,
1765304850555945,DICLOFENAC SUPPOSITORY RECTAL 100 mg,427,داروسازی ابوریحان,10100402567,10,06260164697773,61417,
9578731441837999,LOFEDIC SUPPOSITORY RECTAL 100 mg,427,داروسازی کاسپین تأمین,10100929813,10,06260157700558,61420,
7411454747389611,DICLOFENAC SODIUM SUPPOSITORY RECTAL 100 mg,427,داروسازی آرنیکا سلامت,10104040838,10,06263250000471,61417,
2081162018215451,DICLOFENAC SODIUM SUPPOSITORY RECTAL 100 mg,427,داروسازی آرنیکا سلامت,10104040838,10,06263250000204,61417,
7315593862551221,DICLOFENAC-EMAD SUPPOSITORY RECTAL 100 mg,427,عماد درمان پارس,10861393627,10,06260349400525,61417,
2674759196387427,DICOZAN SUPPOSITORY RECTAL 100 mg,427,دارو سازی بهوزان,10100690039,10,06260160501692,71998,
3279676168146090,DICLOFENAC SUPPOSITORY RECTAL 100 mg,427,داروسازی آرنیکا سلامت,10104040838,10,06263250000044,61417,
8718362721310906,DICLOFENAC SUPPOSITORY RECTAL 100 mg,427,فارماشیمی,10100369224,5,06260286545297,61417,
2682194378300924,DICOZAN SUPPOSITORY RECTAL 100 mg,427,دارو سازی بهوزان,10100690039,10,06260160500640,71998,
5572911264934410,DICLOFENAC SUPPOSITORY RECTAL 100 mg,427,داروسازی آرنیکا سلامت,10104040838,10,06263250000105,61417,
9264353969214214,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,داروسازی ابوریحان,10100402567,10,06260164604559,61421,New
3840628473501429,DICLOFENAC SODIUM SUPPOSITORY RECTAL 50 mg,428,داروسازی آتیه فارمد سلامت,14007134573,10,06260002759465,61421,New
5649188899475536,DICLOSANTE SUPPOSITORY RECTAL 50 mg,428,فارماشیمی,10100369224,10,06260286501057,73909,New
1916590991242388,LOFEDIC SUPPOSITORY RECTAL 50 mg,428,داروسازی کاسپین تأمین,10100929813,5,06260157721317,61424,
5272552862394347,DICLEN SUPPOSITORY RECTAL 50 mg,428,کارخانجات دارو پخش,10101823437,1,06260132433198,61423,
9867260071644286,AFICLONAC SUPPOSITORY RECTAL 50 mg,428,ایران آوند فر,10100850086,10,06261124020037,61422,
7069738359827234,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,داروسازی تولید دارو,10102901102,10,06260803002272,61421,
8563483413267073,DICOZAN SUPPOSITORY RECTAL 50 mg,428,دارو سازی بهوزان,10100690039,10,06260160500657,70266,
9596961251713225,LOFEDIC SUPPOSITORY RECTAL 50 mg,428,داروسازی کاسپین تأمین,10100929813,10,06260157702903,61424,
1868677723815894,DICLOFENAC-EMAD SUPPOSITORY RECTAL 50 mg,428,عماد درمان پارس,10861393627,10,06260349402109,61421,
0562993295631603,DICLOFENAC BEHSA SUPPOSITORY RECTAL 50 mg,428,دارو سازی بهسا,10780030571,10,06260157643183,61421,
6978864342070671,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,داروسازی آرنیکا سلامت,10104040838,10,06263250000266,61421,
9466425429144685,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,کارخانجات دارو پخش,10101823437,5,06260132426303,61421,
7275439627281051,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,فارماشیمی,10100369224,5,06260286500340,61421,
7680694798582127,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,داروسازی ابوریحان,10100402567,10,06260164603774,61421,
5574168277712980,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,فارماشیمی,10100369224,5,06260286500333,61421,
9194536681858145,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,داروسازی ابوریحان,10100402567,10,06260164697780,61421,
8548995701175580,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,داروسازی ابوریحان,10100402567,10,06260164688641,61421,
4241786983773092,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,داروسازی تولید دارو,10102901102,10,06260803062795,61421,
8704605899875692,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,داروسازی آرنیکا سلامت,10104040838,10,06263250000051,61421,
6760601731156218,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,داروسازی آرنیکا سلامت,10104040838,10,06263250000440,61421,
4841240276104114,DICLOFENAC-NAJO SUPPOSITORY RECTAL 50 mg,428,ایران ناژو,10100916041,10,06260094350359,61421,
8083572370696943,DICLOFENAC-EMAD SUPPOSITORY RECTAL 50 mg,428,عماد درمان پارس,10861393627,10,06260349400532,61421,
3952543056169967,DICLOFENAC-BEHVAZAN SUPPOSITORY RECTAL 50 mg,428,دارو سازی بهوزان,10100690039,5,06260160516313,61421,
6044713521037001,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,داروسازی تولید دارو,10102901102,10,06260803001749,61421,
9750127479940833,DICLOFENAC-EMAD SUPPOSITORY RECTAL 50 mg,428,عماد درمان پارس,10861393627,10,06260349400952,61421,
9832224054442822,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,کارخانجات دارو پخش,10101823437,5,06260132435246,61421,
5518006470856576,DICLOFENAC SUPPOSITORY RECTAL 50 mg,428,فارماشیمی,10100369224,5,06260286545228,61421,
7149161750966028,DICYCLOMINE HYDROCHLORIDE TABLET ORAL 10 mg,429,رامو فارمین,10100502354,100,06260166802298,61425,
5840402377223130,DICYCLOMINE TABLET ORAL 10 mg,429,داروسازی امین,10260063258,100,06260154900609,61425,
5517681723382371,DICYCLOMINE TABLET ORAL 10 mg,429,داروسازی آنی درمان,14004516556,100,06269720400505,61425,
1382434421270008,DICYCLOMINE HYDROCHLORIDE TABLET ORAL 10 mg,429,رامو فارمین,10100502354,100,06260166846667,61425,
6531838049485818,DICYCLOMINE HYDROCHLORIDE TABLET ORAL 10 mg,429,داروسازی تولید دارو,10102901102,100,06260803061323,61425,
5054667674682602,DICYCLOMINE-EMAD ELIXIR ORAL 10 mg/5mL 60 mL,430,عماد درمان پارس,10861393627,1,06260349401812,61426,
2066747839338175,DICYCLOMINE HCL ELIXIR ORAL 10 mg/5mL 60 mL,430,البرز دارو,10861412626,1,06260152420864,61426,
5444757904600682,DICYCLOMINE-EMAD ELIXIR ORAL 10 mg/5mL 60 mL,430,عماد درمان پارس,10861393627,1,06260349400235,61426,
9043633216814296,DICYCLOMINE-EMAD ELIXIR ORAL 10 mg/5mL 60 mL,430,عماد درمان پارس,10861393627,1,06260349401331,61426,
5363478124726273,SPASMOS ELIXIR ORAL 10 mg/5mL 60 mL,430,بانیان پیک دارویی صبح,14004992248,1,08906045441940,72418,
8388244238940087,DICYCLOMINE-ALHAVI ELIXIR ORAL 10 mg/5mL 60 mL,430,الحاوی,10100428084,1,06260171313604,61426,
8655832897477030,DICYCLOMINE-ALHAVI ELIXIR ORAL 10 mg/5mL 60 mL,430,الحاوی,10100428084,1,06260171324426,61426,
5093083362968852,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی امین,10260063258,1,06260154903693,61426,
8426891912561265,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,رامو فارمین,10100502354,1,06260166802106,61426,
9792557681739780,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,یارا طب خاورمیانه,10103242005,1,08906036367204,61426,
5610875463706655,DICYCLOMINE-EMAD ELIXIR ORAL 10 mg/5mL 60 mL,430,عماد درمان پارس,10861393627,1,06260349400891,61426,
3670668031869616,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی تولید دارو,10102901102,1,06260803003583,61426,
9623447281128851,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی امین,10260063258,1,06260154903525,61426,
3020139671017104,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی امین,10260063258,1,06260154903679,61426,
8047487292353266,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی امین,10260063258,1,06260154902054,61426,
8427916250777098,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی تولید دارو,10102901102,1,06260803062115,61426,
8805389598856391,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی تولید دارو,10102901102,1,06260803001923,61426,
5490269225051987,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,رامو فارمین,10100502354,1,06260166845875,61426,
2370619430568714,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,تامین فارمد تهران,14006854723,1,08904187834019,61426,
1463063974616982,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی امین,10260063258,1,06260154903686,61426,
6119820219573650,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی امین,10260063258,1,06260154967572,61426,
6672903889033103,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی خوارزمی,10100378232,1,06260160202797,61426,
8873299462742266,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی امین,10260063258,1,06260154903594,61426,
1300526036477840,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی امین,10260063258,1,06260154903662,61426,
9187160496149158,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی خوارزمی,10100378232,1,06260160251108,61426,
3504453822487182,DICYCLOMINE ELIXIR ORAL 10 mg/5mL 60 mL,430,داروسازی خوارزمی,10100378232,1,06260160210761,61426,
9017405478590460,DICYCLOMINE-ALHAVI ELIXIR ORAL 10 mg/5mL 60 mL,430,الحاوی,10100428084,1,06260171301205,61426,
4406204828144759,CYCLOMIN INJECTION PARENTERAL 10 mg/1mL 2 mL,431,داروسازی تولید دارو,10102901102,10,06260803002074,61427,
7134152554403067,IPICLOMIN INJECTION PARENTERAL 10 mg/1mL 2 mL,431,داروسازی کاسپین تأمین,10100929813,25,06260157701357,61428,
9035501455674317,DICYCLOMINE INJECTION PARENTERAL 10 mg/1mL 2 mL,431,کارخانجات دارو پخش,10101823437,10,06260132435079,67296,
4015577119741634,IPICLOMIN INJECTION PARENTERAL 10 mg/1mL 2 mL,431,داروسازی کاسپین تأمین,10100929813,100,06260157700800,61428,
3782061886029337,CYCLOMIN INJECTION PARENTERAL 10 mg/1mL 2 mL,431,داروسازی تولید دارو,10102901102,10,06260803062061,61427,
4900421301196100,IPICLOMIN INJECTION PARENTERAL 10 mg/1mL 2 mL,431,داروسازی کاسپین تأمین,10100929813,10,06260157732276,61428,
2261053520109301,IPICLOMIN INJECTION PARENTERAL 10 mg/1mL 2 mL,431,داروسازی کاسپین تأمین,10100929813,50,06260157700794,61428,
2653150656668592,"DIGESTIVE TABLET, DELAYED RELEASE ORAL 40 mg/6000 [iU]/10500 [iU]/600 [iU]",435,پور سینا,10100471534,100,06260161011022,61429,
8770543345681224,"DIGESTIVE TABLET, DELAYED RELEASE ORAL 40 mg/6000 [iU]/10500 [iU]/600 [iU]",435,صنعتی کیمیدارو,10861824398,100,06260182910779,61429,
1204155349196841,"DIGESTIVE TABLET, DELAYED RELEASE ORAL 40 mg/6000 [iU]/10500 [iU]/600 [iU]",435,البرز دارو,10861412626,100,06260152400552,61429,
9430638115290840,"DIGESTIVE TABLET, DELAYED RELEASE ORAL 40 mg/6000 [iU]/10500 [iU]/600 [iU]",435,البرز دارو,10861412626,100,06260152418168,61429,
4378267297204034,"DIGESTIVE TABLET, DELAYED RELEASE ORAL 40 mg/6000 [iU]/10500 [iU]/600 [iU]",435,پور سینا,10100471534,100,06260161000446,61429,
3703145888238807,"DIGESTIVE TABLET, DELAYED RELEASE ORAL 40 mg/6000 [iU]/10500 [iU]/600 [iU]",435,صنعتی کیمیدارو,10861824398,100,06260182901197,61429,
8855257099223511,"DIGESTIVE TABLET, DELAYED RELEASE ORAL 40 mg/6000 [iU]/10500 [iU]/600 [iU]",435,صنعتی کیمیدارو,10861824398,100,06260182901999,61429,
8594921277313717,"DIGESTIVE TABLET, DELAYED RELEASE ORAL 40 mg/6000 [iU]/10500 [iU]/600 [iU]",435,البرز دارو,10861412626,50,06260152400569,61429,
2732955058787445,"ONANZIM TABLET, DELAYED RELEASE ORAL 40 mg/6000 [iU]/10500 [iU]/600 [iU]",435,داروسازی تهران شیمی,10100348754,30,06260136668299,68657,
6609805718680140,"ONANZIM TABLET, DELAYED RELEASE ORAL 40 mg/6000 [iU]/10500 [iU]/600 [iU]",435,داروسازی تهران شیمی,10100348754,100,06260136665403,68657,
7032895555938103,DIGOKERN TABLET ORAL 0.25 mg,436,شهاب درمان,10320531144,25,05060095560242,61432,
7933997311124245,LANOXIN TABLET ORAL 0.25 mg,436,سینا پیشگام دارو نوین,10320470145,250,06268055703152,61433,
3521048573897481,LANOXIN TABLET ORAL 0.25 mg,436,کیان رخسار قشم,10861952417,250,06260000549105,61433,
4008008777213201,DIGOXIN TABLET ORAL 0.25 mg,436,بازرگانی شفق گستر یزد,10320505237,10,08699504010350,61431,
9746822369581449,LANOXIN TABLET ORAL 0.25 mg,436,پویش دارو گستر برتر فارس,10530509337,30,06261329600034,61433,
1297419871043328,LANOXIN TABLET ORAL 0.25 mg,436,بهبد دارو,10103645586,1,06091403203888,61433,
4366152125123249,DIGOXIN TABLET ORAL 0.25 mg,436,پویش دارو گستر برتر فارس,10530509337,10,08699504010350,61431,
5586226137436841,LANOXIN TABLET ORAL 0.25 mg,436,ولیان دارو,14005598296,100,06091403203888,61433,
1599819815810891,DIGOXIN-RICHTER TABLET ORAL 0.25 mg,436,مهبان فارمد,10103581472,50,05997001380444,61431,
7785418710494736,DIGOXIN TABLET ORAL 0.25 mg,436,داروسازی زهراوی,10102328820,100,06260155900110,61431,
3350939936053319,LANOXIN TABLET ORAL 0.25 mg,436,بهبد دارو,10103645586,100,06091403203888,61433,
2573863133301643,DIGOXIKERN TABLET ORAL 0.25 mg,436,سامان دارو سلامت,14005137843,50,08436531248918,71415,
9024715227212558,DIGOXIN STEROP INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,رایان دارو ایرانیان,10320461935,100,05425023851524,61434,
8051169196215978,DIGOXIN STEROP INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,رایان دارو ایرانیان,10320461935,1,54250238501522,61434,
2605756735061258,DIGOXINA INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,پویش دارو گستر برتر فارس,10530509337,1,08436531240004,61434,
4078044545564575,DIGOXIN SOPHARMA INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,سینا پیشگام دارو نوین,10320470145,10,06268055702568,61434,
3056185363214639,DIGOXINE STEROP INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,رایان دارو ایرانیان,10320461935,100,54250238501522,61434,
5381223493794953,DIGOXIN INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,پویش دارو گستر برتر فارس,10530509337,5,04028685000005,61434,
9349206236459685,DIGOXIN INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,رایان دارو ایرانیان,10320461935,1,54250238501522,61434,
9053992543711766,DIGOXIN INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,رایان دارو ایرانیان,10320461935,1,54250238501522,61434,
4142899279017909,DIGOXIN STEROP INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,رایان دارو ایرانیان,10320461935,1,54250238501522,61434,
4644519852057392,DIGOXIN INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,رایان دارو ایرانیان,10320461935,1,54250238501522,61434,
7459228938584211,DIGOXIN SOPHARMA INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,سینا پیشگام دارو نوین,10320470145,1,03800010612425,61434,
5245200747270988,DIGOXIN STEROP INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,رایان دارو ایرانیان,10320461935,1,54250238501522,61434,
6086720771713932,DIGOKERN INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,سامان دارو سلامت,14005137843,5,06263628900129,61435,
7250563444943584,DIGOXIN KERN PHARMA INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,سامان دارو سلامت,14005137843,1,06263628962639,61434,
6230162650772544,DIGOKERN INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,الحاوی,10100428084,5,06260171323542,61435,
3056334490298595,DIGOKERN INJECTION PARENTERAL 0.25 mg/1mL 2 mL,438,امید دارو سلامت,10103930149,5,08470007771777,61435,
2675275127488871,LANACORDIN PEDIATRICO ELIXIR ORAL 0.05 mg/1mL 60 mL,439,پویش دارو گستر برتر فارس,10530509337,1,04028685000005,61439,
4046178854440445,DIGOXIN ELIXIR ORAL 0.05 mg/1mL 60 mL,439,پارس بهروزان جم,10103128763,1,03400931163411,61437,
2852526552284203,LANOXIN ELIXIR ORAL 0.05 mg/1mL 60 mL,439,رایان دارو ایرانیان,10320461935,1,06262999500358,61442,
1261105813132561,LANOXIN ELIXIR ORAL 0.05 mg/1mL 60 mL,439,بهبد دارو,10103645586,1,06091403204083,61442,
5449559420724053,DIGOKERN ELIXIR ORAL 0.05 mg/1mL 60 mL,439,امید دارو سلامت,10103930149,1,06261858802442,61438,
9689550963442852,LANOXIN ELIXIR ORAL 0.05 mg/1mL 60 mL,439,فوریتهای سینا آرات گستر,10103535361,1,06261329601376,61442,
7208185067110526,DIGOKERN ELIXIR ORAL 0.05 mg/1mL 60 mL,439,سامان دارو سلامت,14005137843,1,06263628900136,61438,
7609122022218219,LANOXIN ELIXIR ORAL 0.05 mg/1mL 60 mL,439,فوریتهای سینا آرات گستر,10103535361,1,06261329601376,61442,
7275810098813447,LANOXIN ELIXIR ORAL 0.05 mg/1mL 60 mL,439,بهبد دارو,10103645586,1,06091403204083,61442,
3079774079223501,LANACORDIN PEDIATRICO ELIXIR ORAL 0.05 mg/1mL 60 mL,439,رایان دارو ایرانیان,10320461935,1,06262999500686,61439,
2291487286936913,LANACORDIN PEDIATRICO ELIXIR ORAL 0.05 mg/1mL 60 mL,439,پویش دارو گستر برتر فارس,10530509337,1,04028685000005,61439,
2595144068579623,LANACORDIN PEDIATRICO ELIXIR ORAL 0.05 mg/1mL 60 mL,439,سامان دارو سلامت,14005137843,1,06263628903007,61439,
5760665177512190,LANOXIN ELIXIR ORAL 0.05 mg/1mL 60 mL,439,ولیان دارو,14005598296,1,06091403204083,61442,
8397877071962440,DIHYDROERGOTAMINE-MINOO INJECTION PARENTERAL 1 mg/1mL,440,داروئی ارایشی وبهداشتی مینو,10102344008,10,06260764900716,61443,
6324380249803940,DIHYDROERGOTAMINE-MINOO TABLET ORAL 2.5 mg,442,داروئی ارایشی وبهداشتی مینو,10102344008,100,06260764900730,61444,
9485584286576287,DILTIAZEM TABLET ORAL 60 mg,447,مهردارو,10100986516,100,06260166102183,61445,New
7003301674551772,DILTIAZEM TABLET ORAL 60 mg,447,داروسازی رها اصفهان,10260402162,30,06260616502129,61445,
7101942410119453,DILTIAZEM TABLET ORAL 60 mg,447,کارخانجات دارو پخش,10101823437,100,06260132432313,61445,
5122757175236397,DILTIAZEM TABLET ORAL 60 mg,447,کارخانجات دارو پخش,10101823437,100,06260132433433,61445,
7736517033999538,CARDIZA TABLET ORAL 60 mg,447,آفا شیمی,10100768330,100,06260283802089,73040,
5824647537719403,DILTIAZEM TABLET ORAL 60 mg,447,داروسازی امین,10260063258,100,06260154930088,61445,
9634915877075869,DILTIAZEM TABLET ORAL 60 mg,447,مهردارو,10100986516,100,06260166101162,61445,
0539270147745787,DILTIAZEM TABLET ORAL 60 mg,447,سبحان دارو,10102402553,100,06260538412100,61445,
6458804757721866,DILTIAZEM TABLET ORAL 60 mg,447,کارخانجات دارو پخش,10101823437,100,06260132412919,61445,
1716861599683088,DILTIAZEM TABLET ORAL 60 mg,447,داروسازی آریا,10100903253,100,06260157100358,61445,
