IRC,ATCCode,FullEnBrandName,LicenseOwnerName,LicenseOwnerNationalCode,ErxCode,PackageCount,GTIN,ACTION
5316559048576244,,NEUROTEC CAPSULE ORAL,زیست اروند فارمد,10860384628,92132,60,6262849301951,Old
6172430077252606,,NORAMID CAPSULE ORAL,داروسازی ریحانه اصفهان,10102318542,92133,60,6260660700380,Old
5500645440994075,,NORAMID CAPSULE ORAL,داروسازی ریحانه اصفهان,10102318542,92133,1,6260660700731,Old
7376851528088536,,NORAMID CAPSULE ORAL,داروسازی ریحانه اصفهان,10102318542,92133,10,6260660700809,New
7403291490926090,,NOVA GREEN CAPSULE ORAL,هیلیا فارمد,10320219065,92134,30,6269133700476,Old
3024468870728829,,NOVA GREEN CAPSULE ORAL,هیلیا فارمد,10320219065,92134,60,6269133700469,Old
6699003280799830,,NOVOHEAL TABLET ORAL,فاران فارمد,14004379515,92135,30,6265628200261,Old
5836883162827572,,NOVOHEAL TABLET ORAL,تولیدی فاران شیمی تویسرکان,10820019485,92135,30,6265030101040,Old
2260947513370330,,NUTRAX INFLAMAID CAPSULE ORAL,داروسازی پارس حیان,10100927130,92136,30,6260147706492,Old
7993528020886577,,NUTRAX PREMENTA CAPSULE ORAL,داروسازی پارس حیان,10100927130,92137,10,6260147705877,Old
2708103918758055,,NUTRAX QUERCE PLUS CAPSULE ORAL,داروسازی پارس حیان,10100927130,92138,30,6260147707871,Old
5570690773917092,,NUTRI PRIMROSE SOFTGEL ORAL,تولیدی داروئی بهداشتی لیوار,10103508886,92139,30,6262308101351,Old
4056544196918383,,NUTRI PRIMROSE SOFTGEL ORAL,تولیدی داروئی بهداشتی لیوار,10103508886,92139,30,6262308101467,Old
1280406750157160,,ORALAMIN CHEWABLE TABLET ORAL,داروسازی امین,10260063258,92140,30,6260154902870,Old
4887431662571655,,OSTEO BARIJ CAPSULE ORAL,باریج اسانس,10260162555,92141,30,6260084700973,Old
1847261944799065,,OVO HEAL CAPSULE ORAL,داروسازی بین المللی پارت طب ارس,14004083705,92142,60,6269668100055,Old
5712878296418284,,OVO HEAL TABLET ORAL,داروسازی بین المللی پارت طب ارس,14004083705,92143,60,6269668100086,Old
8438260770604508,,PARDANEH SOFTGEL CAPSULE ORAL,پرنیان درمان آرمان,14005174017,92144,50,6269184500025,Old
1049046878706670,,PARDANEH SOFTGEL CAPSULE ORAL,پرنیان درمان آرمان,14005174017,92144,50,6269184500018,Old
6013816776245687,,PELARGINE TABLET ORAL,پارس گیتا دارو,10320446415,92146,20,6262620400613,Old
5536488103729289,,PEPPERMINT JABER EC SOFTGEL ORAL,داروسازی جابرابن حیان,10100339921,92147,30,6260155709980,Old
9370001752023743,,PHYTALIN CAPSULE ORAL,سیمرغ داروی عطار,14003077918,92148,15,6263056101945,Old
9630300061317617,,PHYTOCALM SOFTGEL ORAL,داروسازی اروم طب دارو,14004786170,92149,30,6263238700041,Old
5020457012015840,,PHYTODOL TABLET ORAL,بین المللی هستی دارو درمان,10103032830,92150,60,6261820300846,Old
4935857149933295,,PIAJOINT CAPSULE ORAL,پور سینا,10100471534,92151,30,6260161000941,Old
3653592468293206,,PIASCOMIN CAPSULE ORAL,مهبان دارو,10861333347,92152,30,6260623800614,Old
8439485384251631,,PIASINIL CAPSULE ORAL,نیل فارمد,14007001703,92153,15,6269637000232,Old
3650685939641444,,PIASODEX CAPSULE ORAL,داروسازی اکسیر,10100999659,92154,15,6260153020407,Old
9254980270452036,,PIPERIX CAPSULE ORAL,داروسازی تهران دارو,10100254685,92155,20,6260153908224,Old
4757402063592855,,PMS PAUSE CAPSULE ORAL,بهتا دارو آفرینش,14004003293,92156,30,6263041500364,Old
3235452289501365,,PMSLOW BARIJ FC TABLET ORAL,باریج اسانس,10260162555,92157,30,6260084700690,Old
5358776783471486,,POMEVITA SOFTGEL ORAL,داروسازی گیاهی وشا دارو پارس,14005285627,92158,60,6263457600252,Old
4611608126769100,,POMEVITA SOFTGEL ORAL,داروسازی گیاهی وشا دارو پارس,14005285627,92158,60,6263457600160,Old
6467864785916604,,POWER NAB CAPSULE ORAL,یاس فارمد ایرانیان,14007333138,92159,60,6269370400153,Old
2840828434032640,,PRESSI ON TABLET ORAL,بین المللی هستی دارو درمان,10103032830,92160,30,6261820300884,Old
7665103976797569,,PRO.L.D.L CAPSULE ORAL,گسترش میلاد  فارمد ,10320325710,92161,30,6264487500178,Old
9084482166768473,,PROBIOFEM CAPSULE ORAL,گروه مشاوران پارسین سلامت ماد,14004246282,92162,100,6269617400038,Old
8220974681074897,,PROBIOLEAN CAPSULE ORAL,گروه مشاوران پارسین سلامت ماد,14004246282,92163,10,6269617400014,Old
6123201745528113,,PROFEM POUYA CAPSULE ORAL,گسترش میلاد  فارمد ,10320325710,92164,10,6264487500154,Old
5631694419967078,,PROFLOR POUYA CAPSULE ORAL,گسترش میلاد  فارمد ,10320325710,92165,10,6264487500130,Old
9423268580128767,,PROMOGY CAPSULE ORAL,داروسازی امین,10260063258,92166,30,6260154902894,Old
5571533072479730,,PROMOGY CAPSULE ORAL,داروسازی امین,10260063258,92166,20,6260154903471,New
5617638998878393,,PRONUTRI WELL BEING CHOLESTEROL CAPSULE ORAL,رستا ایمن دارو,10320831975,92167,30,6263000500282,Update
5059727821790147,,PRONUTRI WELL BEING CHOLESTEROL CAPSULE ORAL,رستا ایمن دارو,10320831975,92167,30,6263000500725,Update
4629005149779545,,PRONUTRI WELL BEING CHOLESTEROL CAPSULE ORAL,رستا ایمن دارو,10320831975,92167,30,6263000500671,Update
6113454188641609,,PRONUTRI WELL BEING CHOLESTEROL CAPSULE ORAL,رستا ایمن دارو,10320831975,92167,30,6263000500985,Update
4422767966694987,,PRONUTRI WELL BEING GASTRIC CAPSULE ORAL,رستا ایمن دارو,10320831975,92168,30,6263000500299,Old
7733774663994651,,PRONUTRI WELL BEING GASTRIC CAPSULE ORAL,رستا ایمن دارو,10320831975,92168,30,6263000500688,Old
1023815222508059,,PRONUTRI WELL BEING GASTRIC CAPSULE ORAL,رستا ایمن دارو,10320831975,92168,30,6263000501012,Old
1926979464037767,,PRONUTRI WELL BEING JOINT CAPSULE ORAL,رستا ایمن دارو,10320831975,92169,30,6263000500268,Old
3082874314581934,,PRONUTRI WELL BEING JOINT CAPSULE ORAL,رستا ایمن دارو,10320831975,92169,30,6263000500718,Update
1297502021049728,,PRONUTRI WELL BEING JOINT CAPSULE ORAL,رستا ایمن دارو,10320831975,92169,30,6263000500701,Update
9669308781254692,,PRONUTRI WELL BEING JOINT CAPSULE ORAL,رستا ایمن دارو,10320831975,92169,30,6263000501005,Update
2730647852372027,,PROPOLIS+VITAMIN C FELMOON CAPSULE ORAL,زنبورستان سلامت آفرین,14006397585,92170,30,6261269100021,Old
4127292133299789,,PROSPORE POUYA CAPSULE ORAL,گسترش میلاد  فارمد ,10320325710,92171,30,6264487500161,Old
1832712913287407,,PROSTALESS CAPSULE ORAL,گنجینه سلامت تارا,14007425184,92172,30,6269931600015,Old
8205624245845611,,PROSTASAFE GE CAPSULE ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,92173,30,6260608201139,Old
6349076012828724,,PROSTAWELL SOFTGEL ORAL,دارو سازی گنجینه عصاره طبیعت,10260554197,92174,30,6262635300434,Old
4764453137975303,,PROSTAWELL SOFTGEL ORAL,دارو سازی گنجینه عصاره طبیعت,10260554197,92174,60,6262635300441,Old
4171450914307476,,PROTECTAL CAPSULE ORAL,داروسازی امین,10260063258,92175,30,6260154902863,Old
8975464292723001,,PUNICA CAPSULE ORAL,فرآورده های گیاهی ادیب اکسیر,10980064435,92176,90,6264537100075,Old
6270743448312347,,PYASIDIN CAPSULE ORAL,لابراتوارهای رازک,10860385410,92177,15,6260154205612,Old
9599800333304332,,PYLOSHOT CAPSULE ORAL,بنیان سلامت کسری,14004186358,92178,30,6263067900223,Old
2318176456317236,,QUETROL CAPSULE ORAL,داروسازی رها اصفهان,10260402162,92179,1,6260616503225,Old
5337287830866463,,RADSINUOS CAPSULE ORAL,کاوش آسای رادین,14007811766,92180,30,6269778600070,Old
2393528654078007,,RADSINUOS CAPSULE ORAL,کاوش آسای رادین,14007811766,92180,60,6269778600087,Old
1400918286742195,,RAPID CLEANES TABLET ORAL,بین المللی امید پارسینا دماوند,10103720823,92181,15,6262248103347,Old
3055139755835491,,RATAHEAL CAPSULE ORAL,پویش درمان راتا,14007577512,92182,10,6261256600015,Old
7204302166874376,,RED GINSENG+MULTI VITAMIN MINERAL TABLET ORAL,سام آرین اکسیر,10320248150,92183,30,6262441100686,Old
6190553520189835,,RED GINSENG+MULTI VITAMIN MINERAL TABLET ORAL,سام آرین اکسیر,10320248150,92183,30,6262441100280,Old
3477286618236613,,RED GINSENG+MULTI VITAMIN MINERAL TABLET ORAL,سام آرین اکسیر,10320248150,92183,30,6262441102130,New
7862082445851556,,REFLUKIM TABLET ORAL,داروسازی کیمیاگر طوس,10380268757,92184,30,6260654501764,Old
8506604512386458,,RENANEX SOFTGEL ORAL,هیلیا فارمد,10320219065,92185,60,6269133700452,Old
5996370824699930,,RESOLIFE CAPSULE ORAL,بین المللی امید پارسینا دماوند,10103720823,92186,30,6262248102531,Old
7821938232049575,,REUMALIN FORTE TABLET ORAL,بین المللی هستی دارو درمان,10103032830,92187,60,6261820300907,Old
8506093159112155,,RINFOLTIL TABLET ORAL,بین المللی هستی دارو درمان,10103032830,92188,30,6261820300891,Old
6028763055137144,,RINFOLTIL TABLET ORAL,بین المللی هستی دارو درمان,10103032830,92188,60,06261820300891,New
9558019964558633,,ROGHAN DANEH SHAHDANEH SOFTGEL ORAL,داروسازی امین,10260063258,92189,30,6260154902948,Old
4227872680820552,,ROSEXIR CAPSULE ORAL,فرآورده های گیاهی ادیب اکسیر,10980064435,92190,60,6264537100143,Old
5882398515823703,,SABULAR CAPSULE ORAL,فرا دارو فن آور مهر,14005804900,92191,9,6269366900087,Old
6702183297547096,,SACRO B CAPSULE ORAL,بین المللی امید پارسینا دماوند,10103720823,92192,30,6262248101893,Old
4134649262925845,,SAFFRODIT CAPSULE ORAL,گیاهان سبز زندگی,10101908439,92193,60,6260465240814,Old
8941717011416045,,SAFFROMOOD CAPSULE ORAL,گیاهان سبز زندگی,10101908439,92194,60,6260465241019,Old
4972307375442949,,SAFFROTIN CAPSULE ORAL,گیاهان سبز زندگی,10101908439,92195,60,6260465241118,Old
4928560178307559,,SAFRONIKA CAPSULE ORAL,سینا پژوهان سلامت حیات,14006904104,92196,60,6261232100027,Old
6397073663263955,,SALIRAVIRA TABLET ORAL,میم دارو,10861941825,92197,30,6261540700131,Old
8804073482321839,,SALVIGOL FC TABLET ORAL,گل دارو,10100931371,92198,30,6260232350227,Old
9932119710273109,,SALVIGOL FC TABLET ORAL,گل دارو,10100931371,92198,30,6260232301649,New
5949722885828461,,SAMILAX TABLET ORAL,داروسازی سامی ساز,10380252460,92199,30,6260482600059,Old
9280247043592576,,SAMILAX TABLET ORAL,داروسازی سامی ساز,10380252460,92199,30,6260482603159,Old
4298986623319849,,SANRO GE CAPSULE ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,92200,30,6260608200965,Old
9434437598894774,,SANRO GE CAPSULE ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,92200,30,6260608201610,Old
4421062216663182,,SATIVA SINA TABLET ORAL,دارو سازی سینا فرآور اسپادانا,10260596961,92201,90,6262292000593,Old
6644578049425059,,SAW PALMETTO TASNIM SOFTGEL ORAL,دارو سازی تسنیم,10101666207,92202,60,6260713902099,Old
7820132139380176,,SAWPALMETTO CAPSULE ORAL,دارو سازی سونا طب پارسه,10320358206,92203,15,6262794601762,Old
3694977488285767,,SAWPALMETTO+ZINC STP SOFTGEL ORAL,دارو سازی سونا طب پارسه,10320358206,92204,60,6262794601755,Old
6370112044896126,,SEBOVINE CAPSULE ORAL,طوبی فراز پارس,14006614965,92205,50,6269746400039,Old
2610003031129939,,SEDAMIN CAPSULE ORAL,گل دارو,10100931371,92206,10,6260232370041,Old
7741979894925632,,SEDAMIN CAPSULE ORAL,گل دارو,10100931371,92206,30,6260232301465,New
1039336908241123,,SENALIN FC TABLET ORAL,گل دارو,10100931371,92207,30,6260232350012,Old
5925576119627595,,SENALIN FC TABLET ORAL,گل دارو,10100931371,92207,30,6260232301595,New
8662247377731279,,SENNAVID TABLET ORAL,داریا نوید سلامت,14005306987,92208,30,6269386600042,Old
3148412195507349,,SENNAVID TABLET ORAL,داریا نوید سلامت,14005306987,92208,30,6269386600028,Old
5839185060257732,,SHARI AVOCADO SOYBEAN FC TABLET ORAL,مکمل دارویی شاری,14004442642,92209,30,6263132800687,Old
2680058298170557,,SHIITAKE ASHBAL CAPSULE ORAL,اشبال شیمی,10101657130,92210,20,6268399400144,Old
8874943916574765,,SHIRAFZA CAPSULE ORAL,گل دارو,10100931371,92211,3,6260232301670,Old
7667627530279436,,SHIRAFZA CAPSULE ORAL,گل دارو,10100931371,92211,30,6260232370072,Old
4440905481961832,,SHITAKE KEYDARU CAPSULE ORAL,کی دارو فناوری سلامت,10320779390,92212,60,6263337200176,Old
5077156493486435,,SIAHDANEH GE CAPSULE ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,92213,30,6260608201092,Old
7838625012885175,,SIAHDANEH GE CAPSULE ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,92213,30,6260608201405,New
5909117916974655,,SIAHDANEH GE CAPSULE ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,92213,30,6260608201160,New
3497558162580493,,SIBERGIN CAPSULE ORAL,نیک اختر آریا,10102769746,92214,30,6267554301029,Old
1271610280356308,,SIERRASIL JOINT FORMULA ACTIVE CAPSULE ORAL,آیریا نیک,10101311063,92215,30,6260637010665,Old
7576312379468605,,SIERRASIL JOINT FORMULA CAPSULE ORAL,آیریا نیک,10101311063,92216,60,6260637010658,Old
6526527333649313,,SILATRON ST TABLET ORAL,دارو سازی سونا طب پارسه,10320358206,92217,30,6262794602684,Old
8799632970844083,,SILDENAHERB CAPSULE ORAL,بهتا دارو آفرینش,14004003293,92218,60,6263041500159,Old
3099851423319330,,SILDENAHERB CAPSULE ORAL,بهتا دارو آفرینش,14004003293,92218,30,6263041500395,Old
3196002472932868,,SILYDIANIN CAPSULE ORAL,فرآورده های گیاهی ادیب اکسیر,10980064435,92219,60,6264537100082,Old
5123285318552085,,SIM FAT LIVER FC TABLET ORAL,سیمرغ داروی عطار,14003077918,92220,30,6263056101709,Old
8291491694073231,,SIMFEMALIB TABLET ORAL,سیمرغ داروی عطار,14003077918,92221,60,6263056101006,Old
4091738175375774,,SIMFEMALIB TABLET ORAL,سیمرغ داروی عطار,14003077918,92221,30,6263056103932,Old
2795722722300796,,SIMODREAM CAPSULE ORAL,سیمرغ داروی عطار,14003077918,92222,30,6263056100771,Old
2555662354585282,,SIMOGASTER CAPSULE ORAL,سیمرغ داروی عطار,14003077918,92223,30,6263056100801,Old
8056452795761380,,SIMOGNUS CAPSULE ORAL,سیمرغ داروی عطار,14003077918,92224,30,6263056100115,Old
3581798893880740,,SIMOPROSTAT CAPSULE ORAL,سیمرغ داروی عطار,14003077918,92225,30,6263056101181,Old
3945750969164300,,SIMORELAX FC TABLET ORAL,سیمرغ داروی عطار,14003077918,92226,30,6263056100795,Old
4023421285655359,,SIMOSLEEP FC TABLET ORAL,سیمرغ داروی عطار,14003077918,92227,30,6263056100764,Old
2114654294703984,,SIMOSTRESS TABLET ORAL,سیمرغ داروی عطار,14003077918,92228,30,6263056101280,Old
6231566784211002,,SINA LIV SOFTGEL ORAL,اکسیر نانو سینا,10103994515,92229,30,6262078900093,Old
5144180218699418,,SINA MELIVALINE TABLET ORAL,دارو سازی سینا فرآور اسپادانا,10260596961,92230,30,6262292000692,Old
8554358584339287,,SINACURCUMIN SOFTGEL ORAL,اکسیر نانو سینا,10103994515,92231,50,6262078900055,Old
0448189774654495,,SINACURCUMIN SOFTGEL ORAL,اکسیر نانو سینا,10103994515,92231,50,6262078900031,Old
7860660094922570,,SINOREX RX CAPSULE ORAL,دارو سازی سونا طب پارسه,10320358206,92232,30,6262794600017,Old
5651389296355860,,SINOREX RX CAPSULE ORAL,دارو سازی سونا طب پارسه,10320358206,92232,60,6262794602011,Old
3607870241294401,,SINOREX RX CAPSULE ORAL,دارو سازی سونا طب پارسه,10320358206,92232,60,6262794600024,Old
2127441286427665,,SINUHEALTH SOFTGEL ORAL,اکسیر گستر اسپادانا,10260684850,92233,30,6262814900165,Old
6715391069406520,,SINUSTOP BARIJ SOFTGEL ORAL,باریج اسانس,10260162555,92234,60,6260084723958,Old
4022612393684223,,SLEEP BELL CAPSULE ORAL,بهار پایا,10102134360,92235,30,6261638300267,Old
7138819137772192,,SLEEP CARE FC TABLET ORAL,درمان یاب دارو,10103792295,92236,30,6260595800773,Old
2498929219254938,,SLEEP CARE FC TABLET ORAL,درمان یاب دارو,10103792295,92236,30,6260595801312,Old
1568321071112136,,SLEEP CARE FC TABLET ORAL,درمان یاب دارو,10103792295,92236,60,6260595800421,Old
7302658683581230,,SLENDACOR CAPSULE ORAL,لابراتوارهای داروهای گیاهی طبیعت زنده,10101750412,92237,60,6260374028466,Old
2552263842477989,,SLIM FAIRY CAPSULE ORAL,آبادیس داروی آژند,14005780512,92238,60,6263855200047,Old
7301224839219390,,SLIM MAX CAPSULE ORAL,گیاهان قائم دارو,10860972712,92239,30,6260582500013,Old
9662039538991816,,SLIM ME CAPSULE ORAL,تولیدی داروئی بهداشتی لیوار,10103508886,92240,60,6262308101627,Old
7170979717410782,,SLIM ME CAPSULE ORAL,تولیدی داروئی بهداشتی لیوار,10103508886,92240,60,6262308101382,Old
4934743813765618,,SLIM ME CAPSULE ORAL,تولیدی داروئی بهداشتی لیوار,10103508886,92240,60,6262308101252,Old
1396675314054252,,SLIM ME CAPSULE ORAL,تولیدی داروئی بهداشتی لیوار,10103508886,92240,60,6262308101894,Old
2337291823763993,,SLIM ME CAPSULE ORAL,تولیدی داروئی بهداشتی لیوار,10103508886,92240,60,6262308102266,New
3764612613300623,,SLIM PHARM CAPSULE ORAL,اکسیر گستر اسپادانا,10260684850,92241,60,6262814900059,Old
3588322363363523,,SLIM QUICK FC TABLET ORAL,گل دارو,10100931371,92242,30,6260232350043,Old
1484607813558109,,SLIM QUICK FC TABLET ORAL,گل دارو,10100931371,92242,30,6260232301236,New
3198966776798390,,SLIM RITE TABLET ORAL,نیک اختر آریا,10102769746,92243,90,6267554300855,Old
6684413794155592,,SLIMED CAPSULE ORAL,اکسیر گستر اسپادانا,10260684850,92244,60,6262814900103,Old
5557372051048210,,SLIMVANCE CAPSULE ORAL,آریا پارس هونام عرش,10320664040,92245,60,6269513500030,Old
2075192284467911,,SOCADO CAPSULE ORAL,داروسازی امین,10260063258,92246,30,6260154901064,Old
1983166048825207,,SOMNIPHYT TABLET ORAL,بین المللی امید پارسینا دماوند,10103720823,92247,15,6262248101954,Old
9621198836877022,,SORENANDIN CAPSULE ORAL,تک ژن زیست,10102825662,92248,30,6262742300501,Old
6306888195025548,,SORENANDIN CAPSULE ORAL,دایا ژن فارمد,14008615549,92248,30,6269820700116,Old
4226898657110360,,SORENANDIN CAPSULE ORAL,دایا ژن فارمد,14008615549,92248,30,6269820700222,Old
3535396229917557,,SORENANDIN CAPSULE ORAL,دایا ژن فارمد,14008615549,92248,1,6269820700260,Old
8117336033092622,,SORENANDIN CAPSULE ORAL,دایاژن فارمد,14008615549,92248,30,6269820700987,Old
6601414412220393,,SORENANDIN CAPSULE ORAL,دایا ژن فارمد,14008615549,92248,30,6269820700680,Old
3744404052735611,,SORENANDIN CAPSULE ORAL,دایا ژن فارمد,14008615549,92248,90,6269820700536,Old
2880733059543119,,SORENANDIN CAPSULE ORAL,دایا ژن فارمد,14008615549,92248,15,6269820700390,Old
5739712167671558,,SOYA GOL TABLET ORAL,گل دارو,10100931371,92249,30,6260232300192,Old
7732839877818293,,SOYA GOL TABLET ORAL,گل دارو,10100931371,92249,30,6260232301632,New
7800797650989399,,SOYAMAX CAPSULE ORAL,جی فارمد اسپادانا,10260408358,92250,30,6263073300512,Old
7745524585794373,,SOYAMAX CAPSULE ORAL,گل دارو,10100931371,92250,30,6260232300680,Old
8563045743904583,,SOYAMAX CAPSULE ORAL,گل دارو,10100931371,92250,30,6260232302103,New
5838748221309241,,SOYGAN CAPSULE ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,92251,30,6260608201047,Old
4405492747937577,,SOYMENOPAUSE CAPSULE ORAL,سبزدارو اسپادانا,10860034310,92252,30,6262516400123,Old
7125366197880693,,SPIRULINA NIAK CAPSULE ORAL,نیاک,10700080177,92253,100,6260719501005,Old
0940714863042102,,ST JOHN WORT STP CAPSULE ORAL,دارو سازی سونا طب پارسه,10320358206,92254,30,6262794601328,Old
5570048954364006,,STYLE FEED CAPSULE ORAL,بهار پایا,10102134360,92255,15,6261638300182,Old
6813698417151583,,SUPER BREWERS YEAST TABLET ORAL,بین المللی امید پارسینا دماوند,10103720823,92256,60,6262248101824,Old
1587194058583373,,SUPER BREWERS YEAST TABLET ORAL,بین المللی امید پارسینا دماوند,10103720823,92256,240,6262248101367,Old
9574860949597917,,SUPERMINT BARIJ SOFTGEL ORAL,باریج اسانس,10260162555,92257,1,6260084701932,Old
4695884677210230,,SUPERMINT BARIJ SOFTGEL ORAL,باریج اسانس,10260162555,92257,30,6260084700874,Old
9508950163954715,,SW FIT CAPSULE ORAL,سویران,10102739820,92258,60,6261909410138,Old
0709570109103196,,SW FIT CAPSULE ORAL,سویران,10102739820,92258,30,6261909400108,Old
6868785839850580,,SYNFLORA CAPSULE ORAL,داروسازی امین,10260063258,92259,30,6260154903488,Old
8630481160461893,,TALENTAL FC TABLET ORAL,لابراتوارهای رازک,10860385410,92260,30,6260154207272,Old
0605340278211682,,TALENTAL FC TABLET ORAL,لابراتوارهای رازک,10860385410,92260,100,6260154204950,Old
1914083218014853,,TESTOBOOST CAPSULE ORAL,آیریا نیک,10101311063,92261,60,6260637000734,Old
3610742774582929,,TESTOCALL CAPSULE ORAL,شفا تاب دارو,14004056761,92262,60,6269128800037,Old
6863364366588281,,TESTOCALL CAPSULE ORAL,صبور دارو درمان گستر,14008137343,92262,30,6269891400144,New
3898102079027103,,TESTOMALE CAPSULE ORAL,لابراتوارهای داروهای گیاهی طبیعت زنده,10101750412,92263,60,6260374028473,Old
5012429481771716,,THERMOSLIM CAPSULE ORAL,آمیتیس نیک دارو,14007978158,92264,60,6260050700013,Old
7968269251389389,,THISTILYN CAPSULE ORAL,بین المللی امید پارسینا دماوند,10103720823,92265,30,6262248101831,Old
6004868174956825,,THORNE RESEARCH BERBERIN CAPSULE ORAL,بین المللی امید پارسینا دماوند,10103720823,92266,30,6262248101800,Old
6037913854392030,,THORNE RESEARCH BOSWELLIA CAPSULE ORAL,بین المللی امید پارسینا دماوند,10103720823,92267,30,6262248101664,Old
9610810799006439,,THORNE RESEARCH MERIVA CAPSULE ORAL,بین المللی امید پارسینا دماوند,10103720823,92268,30,6262248102234,Old
3298947246267448,,THYMEX PLUS LOZENGE ORAL,ایران داروک,10100876173,92269,60,6260503201326,Old
1793368736208243,,TRIBULUS KEYDARU CAPSULE ORAL,کی دارو فناوری سلامت,10320779390,92270,60,6263337200442,Old
5514419039509699,,TURKEY TAIL KEYDARU CAPSULE ORAL,کی دارو فناوری سلامت,10320779390,92271,60,6263337200220,Old
8671577892903335,,URIFECT FC TABLET ORAL,داروسازی امین,10260063258,92272,50,6260154967114,Old
5659470990045498,,URIJUST CAPSULE ORAL,باریج اسانس,10260162555,92273,30,6260084700911,Old
2411194938335416,,URTIHERB CAPSULE ORAL,جهاد دانشگاهی,14001906001,92274,30,6262223500680,Old
7573331092006517,,VAGAMIN CAPSULE VAGINAL,داروسازی امین,10260063258,92275,14,6260154902931,Old
7944803769396233,,VAGI CLEAN TABLET ORAL,باریج اسانس,10260162555,92276,10,6260084701826,Old
6464943310302413,,VASCUVITA FC TABLET ORAL,داروسازی گیاهی وشا دارو پارس,14005285627,92278,30,6263457600269,Old
5791314422972812,,VASOHIL CAPSULE ORAL,سما نیک سلامت گستر,14006197179,92279,60,6269552300066,Old
4596476362831342,,VENOUS AID FC TABLET ORAL,پور سینا,10100471534,92280,30,6260161000545,Old
8242296799258172,,VESTOLUX TABLET ORAL,تچرا فارمد,14007746597,92281,30,6269535500049,Old
7694986227177879,,VIABET CAPSULE ORAL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,92282,30,6260608201078,Old
2930420973564980,,VIGOROUS CAPSULE ORAL,فرآورده های گیاهی ادیب اکسیر,10980064435,92283,60,6264537100112,Old
6641586486093425,,VITAGRAPE CAPSULE ORAL,دارو پژوه جابر,10200246500,92284,30,6262078800010,Old
5178691415292040,,VITAGRAPE CAPSULE ORAL,دارو پژوه جابر,10200246500,92284,90,6262078800027,Old
9844667749289425,,VITAMIN LIFE SAWPALMETTO COMPLEX SOFTGEL ORAL,سام آرین اکسیر,10320248150,92285,30,6262441100693,Old
9027985230894509,,V-VEIN TABLET ORAL,نیک اختر آریا,10102769746,92286,60,6267554301388,Old
1861909545840445,,WELL SLEEP CAPSULE ORAL,جهاد دانشگاهی,14001906001,92287,30,6262223500703,Old
9811892068773447,,XTENDLIFE AVACADO SOYA CAPSULE ORAL,طب سلامت کاسپین,14003902938,92288,15,6263067300313,Old
5722389114203913,,YOMO GASTRO CAPSULE ORAL,لابراتوارهای داروهای گیاهی طبیعت زنده,10101750412,92289,20,6260374028770,Old
7490420124124762,,ZEX MOJAX CAPSULE ORAL,نوش داروی البرز,10190036210,92290,30,6262613700126,Old
9548868882409258,,ZILPA CAPSULE ORAL,سلامت گستر آرتیمان,14003495433,92291,30,6262808200790,Old
8648344739341617,,ZINGA LIFE CAPSULE ORAL,سلامت گستر آرتیمان,14003495433,92292,60,6262808200967,Old
7595988559744893,,ZINGA LIFE CAPSULE ORAL,سلامت گستر آرتیمان,14003495433,92292,30,6262808200974,Old
1492397262741180,,ZOL SLEEPAN CAPSULE ORAL,دارویی دانشگر زولنگ رسپینا,14005735037,92293,60,6263883900032,Old
3636201089271060,,ZOL UROSEPT FC TABLET ORAL,دارویی دانشگر زولنگ رسپینا,14005735037,92294,60,6263883900049,Old
7740336431274621,,AB E PANIR AFTIMOON GE POWDER ORAL 250 g,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,92295,1,6260608200958,Old
5183507356586870,,AB E PANIR GE POWDER ORAL 250 g,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,92296,1,6260608200873,Old
3683553248621560,,ACDIN GEL TOPICAL 15 g,مجتمع صنایع دینه ایران,10100825302,92297,1,6260154700261,Update
5525352395145593,,ACDIN GEL TOPICAL 15 g,مجتمع صنایع دینه ایران,10100825302,92297,1,06260154700261,New
2047631087687251,,ADDERLIN SYRUP ORAL 120 mL,سیمرغ داروی عطار,14003077918,92298,1,6263056101679,Old
5824932829166598,,ADIB DERM OINTMENT TOPICAL 25 g,فرآورده های گیاهی ادیب اکسیر,10980064435,92299,1,6264537100037,Old
9999738186904024,,AFS DROPS ORAL 30 mL,کشت و صنعت و داروسازی گیاه اسانس دکتر سلیمانی,10700074007,92300,1,6260608200071,Old
5131934711158073,,AFSANTIN NIKA OINTMENT TOPICAL 3% 30 g,تولید فراورده های طب سنتی نیکا,10820106391,92301,1,6262747500036,Old
7411251461994602,,AFSANTIN NIKA OINTMENT TOPICAL 6% 30 g,تولید فراورده های طب سنتی نیکا,10820106391,92302,1,6262747500043,Old
